demand
15330.924
14693.858
14341.951
14154.669
14385.606
15284.872
16978.065
18467.717
19208.413
19659.981
19937.176
19954.318
19896.02
19858.901
19772.279
19878.869
20697.858
21274.266
20892.569
20436.626
20011.93
19224.817
17956.903
16550.341
15940.08
15394.708
15115.915
15028.506
15244.866
16077.375
17796.646
19047.001
19487.539
19719.539
19796.574
19719.149
19559.603
19503.334
19515.319
19745.452
20649.399
21512.875
21292.837
20776.154
20347.83
19579.029
18357.771
17001.275
15820.763
15231.782
14907.051
14829.865
14985.043
15676.115
17099.191
18290.398
18994.461
19442.958
19591.919
19525.798
19396.848
19384.293
19344.082
19513.192
20323.144
21172.258
20961.238
20727.787
20336.225
19595.289
18392.283
17101.733
15540.923
14898.635
14591.477
14497.839
14745.911
15564.358
17071.759
18297.693
18848.377
19181.246
19297.7
19151.069
18947.289
18883.04
18745.207
18808.299
19645.34
20405.767
20279.849
20060.256
19736.109
18996.303
17733.101
16424.466
15778.736
15147.866
14798.417
14681.978
14850.391
15398.145
16452.39
17559.897
18216.974
18610.783
18759.954
18771.004
18758.389
18737.869
18755.439
18911.315
19636.457
20406.039
20241.338
19875.87
19447.537
18819.78
17757.225
16655.521
15477.955
14867.57
14467.356
14299.589
14362.826
14764.389
15543.702
16383.929
17106.4
17707.672
18120.591
18275.049
18318.227
18294.13
18258.259
18461.494
19346.421
20310.786
20215.582
19743.705
19219.836
18577.273
17587.145
16480.795
15950.914
15373.25
15051.058
14967.653
15230.363
16231.199
18140.086
19499.403
20022.303
20409.144
20676.96
20702.976
20636.328
20673.851
20595.288
20697.565
21611.488
22820.76
22621.91
22073.117
21428.228
20538.969
19198.525
17724.855
16061.269
15467.949
15131.823
15044.119
15325.271
16414.471
18511.608
20115.215
20702.739
20935.364
20938.476
20877.207
20766.454
20786.238
20757.337
20945.052
21578.088
22279.825
21873.144
21367.158
20644.747
19744.853
18174.093
16750.067
15480.087
14947.517
14674.421
14628.382
14883.18
15941.598
17900.6
19365.999
19806.348
20004.209
20137.39
20112.568
20012.79
20126.853
20091.155
20297.181
21048.545
21788.502
21529.363
21039.323
20490.563
19658.296
18328.131
16953.98
16115.951
15509.74
15179.656
15059.645
15219.986
15890.731
17179.125
18178.815
18669.506
19095.493
19431.717
19609.131
19639.607
19592.616
19597.206
19756.46
20568.022
21895.683
21990.175
21340.637
20673.825
19882.889
18773.995
17597.999
16465.516
15811.827
15458.31
15320.521
15511.523
16278.267
17750.034
19093.095
19880.387
20443.794
20817.405
20907.455
20837.102
20780.124
20654.283
20678.326
21445.828
22726.752
22676.07
22018.025
21399.838
20604.734
19439.06
18118.259
17229.755
16627.65
16344.516
16176.445
16310.413
16632.44
17320.392
18095.375
18873.089
19490.761
19826.975
19907.037
19845.22
19656.884
19570.166
19670.45
20433.116
21474.252
21550.499
21216.286
20741.885
20081.999
19149.812
18130.979
17114.171
16573.721
16221.922
16086.397
16163.43
16571.073
17409.05
18099.108
18730.712
19358.907
19803.065
19975.206
19993.368
19818.201
19677.544
19774.73
20535.691
22035.543
22236.288
21804.145
21154.574
20274.521
19173.523
17984.78
16807.885
16329.451
16037.894
16011.493
16312.96
17370.612
19438.845
20890.479
21418.543
21717.111
21800.505
21693.818
21433.642
21300.548
21173.264
21266.323
21965.205
23097.684
23070.048
22645.634
22002.594
20906.374
19415.109
17887.235
16646.301
16043.453
15729.59
15646.176
15902.45
16819.839
18619.224
20043.292
20619.414
20952.682
21073.271
21004.093
20843.371
20738.801
20668.06
20804.214
21442.992
22598.953
22703.978
22221.497
21500.824
20514.242
19345.552
18056.113
16338.307
15868.148
15596.415
15560.465
15929.833
17014.23
19038.377
20478.57
20907.269
21187.887
21269.579
21233.709
21030.775
20920.92
20659.116
20799.351
21374.465
22361.933
22355.343
21938.636
21183.589
20156.046
18832.759
17553.467
16892.473
16329.38
16001.769
15906.992
16079.21
16688.933
17907.61
18741.029
19203.427
19493.678
19653.035
19629.092
19538.243
19499.434
19524.431
19675.998
20313.248
21509.344
21732.367
21401.544
20850.035
20027.838
18905.461
17799.934
16790.919
16225.575
15906.443
15786.256
15993.318
16756.704
18274.348
19441.357
19870.934
20105.591
20268.347
20263.617
20167.624
20083.533
19939.474
20042.359
20615.546
21636.899
21743.805
21536.243
21074.898
20175.495
18917.911
17635.325
16401.436
15894.496
15591.785
15500.386
15608.087
16084.99
16997.928
17923.269
18528.902
18872.3
18995.158
18872.287
18648.871
18553.008
18515.425
18713.671
19338.793
20443.628
20567.478
20290.606
19895.245
19200.565
18219.61
17169.857
16741.365
16170.948
15883.307
15755.619
15944.791
16562.682
17808.258
18923.457
19660.774
20214.434
20516.085
20708.514
20710.668
20738.495
20770.382
20986.541
21811.796
23152.853
23105.383
22490.522
21782.99
20976.453
19818.823
18575.158
17726.402
17161.432
16915.971
16916.882
17245.255
18382.581
20553.274
22215.75
22926.967
23367.139
23570.285
23564.81
23477.958
23465.68
23386.641
23542.082
24423.315
26015.427
26068.252
25237.018
24198.949
23023.415
21450.193
19961.571
18552.098
18041.418
17730.88
17662.951
17907.778
18974.938
20947.102
22285.459
22477.096
22473.424
22446.433
22277.544
22007.856
21877.089
21741.946
21845.404
22513.908
23700.998
23820.516
23321.153
22589.709
21634.783
20418.736
19186.734
17369.47
16847.191
16584.172
16476.427
16733.837
17804.535
19824.724
21228.109
21478.164
21588.318
21583.86
21417.364
21229.578
21143.191
21019.442
21019.433
21473.836
22202.761
22087.177
21755.828
21017.369
19844.966
18469.066
17119.646
16719.406
16154.235
15840.689
15664.739
15788.658
16518.942
17929.754
18979.731
19399.492
19698.669
19845.549
19857.884
19774.786
19648.056
19597.653
19756.734
20287.704
21191.766
21280.821
21069.372
20560.697
19738.024
18555.75
17414.93
15930.864
15379.283
15137.582
15065.893
15256.109
16116.869
17761.512
19238.677
19907.796
20224.568
20364.146
20364.431
20299.211
20240.009
20173.545
20233.743
20742.734
21448.366
21245.244
20871.722
20420.621
19530.452
18285.049
16927.897
16823.602
16284.241
16025.832
15960.604
16020.574
16421.282
17199.264
18001.193
18653.692
19228.402
19543.926
19636.583
19600.004
19439.069
19293.455
19314.947
19773.997
20806.971
20960.296
20610.199
20093.201
19326.767
18410.046
17518.715
16464.442
15839.152
15519.937
15375.883
15507.576
16150.969
17363.118
18359.699
19087.751
19613.757
19901.478
19918.877
19809.185
19695.233
19627.034
19784.581
20490.419
21711.914
21760.634
21368.956
20720.322
19899.227
18756.272
17529.062
16228.062
15701.012
15453.286
15407.781
15632.422
16593.527
18442.409
19937.599
20483.651
20976.396
21150.235
21105.759
20978.386
20967.458
20866.401
20980.853
21693.12
22822.323
22811.626
22220.795
21624.894
20671.46
19388.219
18073.472
16515.692
16069.085
15848.958
15817.739
16079.11
16970.721
18726.585
20086.839
20692.866
20999.936
21085.122
21123.168
21014.43
20874.104
20769.576
20819.186
21330.108
22224.519
22103.147
21732.165
21083.636
19976.139
18703.185
17489.038
16164.823
15641.725
15407.224
15376.398
15707.753
16685.944
18766.104
20449.495
21008.833
21312.012
21383.454
21319.54
21152.387
21060.981
21062.76
21238.75
21937.768
23318.966
23318.409
22551.292
21920.935
21093.721
19794.77
18424.872
17735.718
17261.26
17001.712
16890.998
