WIND,SOLAR,HYDRO
0.49325,0,0.49325
0.493,0,0.493
0.49625,0,0.49625
0.505125,0,0.505125
0.438375,0,0.438375
0.397875,0,0.397875
0.41475,0.002727273,0.41475
0.4095,0.036272727,0.4095
0.450125,0.114454545,0.450125
0.561875,0.214363636,0.561875
0.66675,0.289636364,0.66675
0.785,0.362181818,0.785
0.8835,0.364181818,0.8835
0.933,0.349181818,0.933
0.95775,0.317727273,0.95775
0.973625,0.278909091,0.973625
0.991375,0.148272727,0.991375
0.99475,0.024818182,0.99475
0.994875,0.000272727,0.994875
0.994875,0,0.994875
0.994625,0,0.994625
0.97775,0,0.97775
0.97775,0,0.97775
0.973625,0,0.973625
0.9845,0,0.9845
0.983375,0,0.983375
0.98725,0,0.98725
0.984375,0,0.984375
0.98525,0,0.98525
0.9815,0,0.9815
0.978625,0.017818182,0.978625
0.972125,0.149818182,0.972125
0.947875,0.336636364,0.947875
0.93925,0.479090909,0.93925
0.93825,0.564545455,0.93825
0.938125,0.606818182,0.938125
0.94625,0.661909091,0.94625
0.953125,0.705181818,0.953125
0.959375,0.641909091,0.959375
0.96225,0.504636364,0.96225
0.959,0.302454545,0.959
0.939125,0.077909091,0.939125
0.930875,0.000636364,0.930875
0.932625,0,0.932625
0.929375,0,0.929375
0.9105,0,0.9105
0.874375,0,0.874375
0.8595,0,0.8595
0.847,0,0.847
0.821375,0,0.821375
0.796875,0,0.796875
0.773375,0,0.773375
0.749,0,0.749
0.72,0,0.72
0.708625,0.059090909,0.708625
0.596375,0.247181818,0.596375
0.52725,0.448818182,0.52725
0.524375,0.574454545,0.524375
0.505,0.593,0.505
0.48525,0.527,0.48525
0.51825,0.43,0.51825
0.591625,0.450454545,0.591625
0.563125,0.312727273,0.563125
0.58275,0.277272727,0.58275
0.60975,0.147,0.60975
0.6415,0.039545455,0.6415
0.682125,0.000636364,0.682125
0.657875,0,0.657875
0.63,0,0.63
0.611,0,0.611
0.580375,0,0.580375
0.544375,0,0.544375
0.494,0,0.494
0.415625,0,0.415625
0.3735,0,0.3735
0.34675,0,0.34675
0.306625,0,0.306625
0.284625,0,0.284625
0.309375,0.026,0.309375
0.315625,0.158818182,0.315625
0.2965,0.325090909,0.2965
0.301125,0.482727273,0.301125
0.30425,0.597,0.30425
0.270375,0.689181818,0.270375
0.2675,0.673545455,0.2675
0.277375,0.558818182,0.277375
0.314875,0.473909091,0.314875
0.364875,0.360545455,0.364875
0.38025,0.212363636,0.38025
0.276125,0.061545455,0.276125
0.301125,0.001181818,0.301125
0.345375,0,0.345375
0.388,0,0.388
0.401375,0,0.401375
0.40975,0,0.40975
0.3915,0,0.3915
0.409625,0,0.409625
0.38925,0,0.38925
0.38975,0,0.38975
0.407375,0,0.407375
0.40075,0,0.40075
0.385,0.000636364,0.385
0.42375,0.073636364,0.42375
0.5075,0.273545455,0.5075
0.5065,0.494545455,0.5065
0.488625,0.650272727,0.488625
0.480125,0.723818182,0.480125
0.464125,0.758545455,0.464125
0.46,0.756272727,0.46
0.482125,0.724545455,0.482125
0.48775,0.657727273,0.48775
0.4855,0.520090909,0.4855
0.502625,0.318636364,0.502625
0.391625,0.092272727,0.391625
0.337875,0.001454545,0.337875
0.34425,0,0.34425
0.28825,0,0.28825
0.266125,0,0.266125
0.27125,0,0.27125
0.281875,0,0.281875
0.27575,0,0.27575
0.2685,0,0.2685
0.269,0,0.269
0.27,0,0.27
0.272375,0,0.272375
0.269375,0.001181818,0.269375
0.241625,0.066181818,0.241625
0.207875,0.243272727,0.207875
0.180125,0.452090909,0.180125
0.14275,0.614363636,0.14275
0.11,0.691818182,0.11
0.089125,0.713181818,0.089125
0.0745,0.692363636,0.0745
0.078375,0.642545455,0.078375
0.095125,0.572363636,0.095125
0.114875,0.441636364,0.114875
0.085625,0.257909091,0.085625
0.133625,0.073636364,0.133625
0.342125,0.001454545,0.342125
0.477625,0,0.477625
0.5705,0,0.5705
0.627875,0,0.627875
0.6725,0,0.6725
0.688875,0,0.688875
0.685375,0,0.685375
0.6655,0,0.6655
0.646125,0,0.646125
0.657,0,0.657
0.689625,0,0.689625
0.69575,0.001272727,0.69575
0.709875,0.055909091,0.709875
0.664875,0.203545455,0.664875
0.58175,0.372636364,0.58175
0.5375,0.469454545,0.5375
0.563,0.473454545,0.563
0.63925,0.512545455,0.63925
0.70375,0.559727273,0.70375
0.72775,0.533545455,0.72775
0.74075,0.436818182,0.74075
0.7485,0.269818182,0.7485
0.78275,0.155,0.78275
0.818,0.040454545,0.818
0.813375,0.000727273,0.813375
0.784125,0,0.784125
0.74625,0,0.74625
0.71275,0,0.71275
0.68475,0,0.68475
0.61775,0,0.61775
0.53675,0,0.53675
0.464,0,0.464
0.4255,0,0.4255
0.3825,0,0.3825
0.332875,0,0.332875
0.28675,0.000363636,0.28675
0.28375,0.003181818,0.28375
0.26425,0.038181818,0.26425
0.226375,0.134636364,0.226375
0.231375,0.232363636,0.231375
0.241875,0.310818182,0.241875
0.26,0.328,0.26
0.264875,0.304181818,0.264875
0.2425,0.333636364,0.2425
0.230875,0.389636364,0.230875
0.23025,0.334545455,0.23025
0.23175,0.181727273,0.23175
0.207,0.047818182,0.207
0.218625,0.001909091,0.218625
0.208625,0,0.208625
0.173625,0,0.173625
0.14375,0,0.14375
0.12875,0,0.12875
0.118125,0,0.118125
0.140375,0,0.140375
0.163625,0,0.163625
0.176625,0,0.176625
0.21175,0,0.21175
0.259,0,0.259
0.34825,0.000636364,0.34825
0.485625,0.017181818,0.485625
0.519125,0.122909091,0.519125
0.53225,0.297272727,0.53225
0.627625,0.400545455,0.627625
0.735875,0.440454545,0.735875
0.80925,0.480727273,0.80925
0.844875,0.488636364,0.844875
0.8695,0.500272727,0.8695
0.9175,0.432727273,0.9175
0.938375,0.313181818,0.938375
0.924125,0.199363636,0.924125
0.897,0.050727273,0.897
0.864625,0.001,0.864625
0.84525,0,0.84525
0.865375,0,0.865375
0.84575,0,0.84575
0.7805,0,0.7805
0.77375,0,0.77375
0.784125,0,0.784125
0.806875,0,0.806875
0.829875,0,0.829875
0.869625,0,0.869625
0.908625,0,0.908625
0.89725,0.001818182,0.89725
0.8915,0.032181818,0.8915
0.86375,0.123272727,0.86375
0.817375,0.132,0.817375
0.783125,0.158545455,0.783125
0.82875,0.178909091,0.82875
0.867375,0.208909091,0.867375
0.86775,0.258,0.86775
0.898,0.336727273,0.898
0.921125,0.363090909,0.921125
0.914375,0.314545455,0.914375
0.9265,0.240818182,0.9265
0.94925,0.066909091,0.94925
0.956875,0.002090909,0.956875
0.950875,0,0.950875
0.94075,0,0.94075
0.936125,0,0.936125
0.943125,0,0.943125
0.943875,0,0.943875
0.971125,0,0.971125
0.96975,0,0.96975
0.96775,0,0.96775
0.961375,0,0.961375
0.95825,0,0.95825
0.94925,0.000818182,0.94925
0.9365,0.053181818,0.9365
0.912875,0.222636364,0.912875
0.914,0.381727273,0.914
0.894625,0.493454545,0.894625
0.869375,0.58,0.869375
0.83775,0.637363636,0.83775
0.821375,0.666363636,0.821375
0.8125,0.657454545,0.8125
0.804875,0.586909091,0.804875
0.790875,0.470090909,0.790875
0.7575,0.291363636,0.7575
0.598875,0.077636364,0.598875
0.543125,0.001636364,0.543125
0.5035,0,0.5035
0.424875,0,0.424875
0.3615,0,0.3615
0.30925,0,0.30925
0.264875,0,0.264875
0.25425,0,0.25425
0.277125,0,0.277125
0.3345,0,0.3345
0.400875,0,0.400875
0.469125,0,0.469125
0.5485,0.001,0.5485
0.554875,0.055181818,0.554875
0.483125,0.216545455,0.483125
0.56325,0.396272727,0.56325
0.676875,0.558,0.676875
0.732875,0.648636364,0.732875
0.766625,0.625454545,0.766625
0.77175,0.524909091,0.77175
0.732875,0.369272727,0.732875
0.658625,0.285181818,0.658625
0.601875,0.129181818,0.601875
0.55825,0.060727273,0.55825
0.632625,0.017727273,0.632625
0.748625,0.001272727,0.748625
0.781125,0,0.781125
0.778875,0,0.778875
0.776625,0,0.776625
0.73375,0,0.73375
0.71,0,0.71
0.68,0,0.68
0.69675,0,0.69675
0.7265,0,0.7265
0.67025,0,0.67025
0.672375,0,0.672375
0.735875,0.001,0.735875
0.731,0.055818182,0.731
0.63475,0.262090909,0.63475
0.7185,0.458090909,0.7185
0.861875,0.582454545,0.861875
0.92675,0.655090909,0.92675
0.951375,0.665,0.951375
0.987625,0.661,0.987625
0.994875,0.614363636,0.994875
0.994875,0.530363636,0.994875
0.994875,0.409,0.994875
0.97775,0.251090909,0.97775
0.959125,0.070727273,0.959125
0.953,0.002,0.953
0.952125,0,0.952125
0.94025,0,0.94025
0.913125,0,0.913125
0.864125,0,0.864125
0.79475,0,0.79475
0.752,0,0.752
0.713125,0,0.713125
0.691125,0,0.691125
0.691125,0,0.691125
0.672375,0,0.672375
0.669875,0.001272727,0.669875
0.67275,0.084545455,0.67275
0.676125,0.287727273,0.676125
0.676875,0.456363636,0.676875
0.6665,0.583363636,0.6665
0.6715,0.676090909,0.6715
0.675375,0.714636364,0.675375
0.691375,0.701,0.691375
0.69875,0.645727273,0.69875
0.705,0.553090909,0.705
0.69675,0.391909091,0.69675
0.645375,0.215636364,0.645375
0.541125,0.053272727,0.541125
0.54175,0.001818182,0.54175
0.529625,0,0.529625
0.50625,0,0.50625
0.445875,0,0.445875
0.38575,0,0.38575
0.33125,0,0.33125
0.318875,0,0.318875
0.3195,0,0.3195
0.344625,0,0.344625
0.368875,0,0.368875
0.377625,0,0.377625
0.399625,0.001,0.399625
0.4045,0.018090909,0.4045
0.33875,0.063818182,0.33875
0.33525,0.126454545,0.33525
0.347125,0.158636364,0.347125
0.405375,0.157545455,0.405375
0.46975,0.143909091,0.46975
0.519,0.136454545,0.519
0.545625,0.126454545,0.545625
0.538875,0.106545455,0.538875
0.573,0.074454545,0.573
0.648875,0.038636364,0.648875
0.713375,0.017363636,0.713375
0.787875,0.001272727,0.787875
0.83625,0,0.83625
0.82775,0,0.82775
0.791375,0,0.791375
0.790625,0,0.790625
0.774625,0,0.774625
0.7165,0,0.7165
0.610375,0,0.610375
0.50425,0,0.50425
0.435875,0,0.435875
0.38525,0,0.38525
0.34975,0.001,0.34975
0.284,0.040272727,0.284
0.16875,0.171,0.16875
0.096625,0.304363636,0.096625
0.106125,0.417363636,0.106125
0.163,0.500545455,0.163
0.217375,0.566545455,0.217375
0.25875,0.601818182,0.25875
0.28725,0.581545455,0.28725
0.30775,0.513727273,0.30775
0.282,0.395545455,0.282
0.220875,0.229818182,0.220875
0.181375,0.069454545,0.181375
0.289125,0.002090909,0.289125
0.34375,0,0.34375
0.305875,0,0.305875
0.31425,0,0.31425
0.30875,0,0.30875
0.296375,0,0.296375
0.29675,0,0.29675
0.29875,0,0.29875
0.30025,0,0.30025
0.271125,0,0.271125
0.22325,0,0.22325
0.165875,0.001363636,0.165875
0.086875,0.072909091,0.086875
0.045375,0.251090909,0.045375
0.02975,0.413727273,0.02975
0.046125,0.512727273,0.046125
0.06025,0.559,0.06025
0.070375,0.581,0.070375
0.0915,0.533363636,0.0915
0.103125,0.448818182,0.103125
0.122375,0.314181818,0.122375
0.143625,0.158818182,0.143625
0.184875,0.060272727,0.184875
0.312,0.018181818,0.312
0.528125,0.001363636,0.528125
0.60225,0,0.60225
0.630125,0,0.630125
0.642125,0,0.642125
0.642125,0,0.642125
0.640125,0,0.640125
0.654875,0,0.654875
0.63875,0,0.63875
0.679125,0,0.679125
0.74025,0,0.74025
0.7445,0,0.7445
0.782875,0.000727273,0.782875
0.803125,0.016818182,0.803125
0.744125,0.063727273,0.744125
0.729375,0.157909091,0.729375
0.71625,0.227454545,0.71625
0.725125,0.332818182,0.725125
0.7385,0.379909091,0.7385
0.77675,0.407363636,0.77675
0.74375,0.281909091,0.74375
0.726125,0.239272727,0.726125
0.69175,0.196454545,0.69175
0.67,0.124545455,0.67
0.633375,0.031909091,0.633375
0.550375,0.002090909,0.550375
0.427875,0,0.427875
0.271625,0,0.271625
0.204375,0,0.204375
0.166625,0,0.166625
0.139375,0,0.139375
0.140875,0,0.140875
0.14275,0,0.14275
0.160875,0,0.160875
0.210375,0,0.210375
0.303375,0,0.303375
0.406125,0.000818182,0.406125
0.47675,0.017363636,0.47675
0.50725,0.090818182,0.50725
0.5585,0.235636364,0.5585
0.676625,0.326454545,0.676625
0.774875,0.385454545,0.774875
0.823375,0.374090909,0.823375
0.81175,0.353909091,0.81175
0.82775,0.326909091,0.82775
0.8475,0.254727273,0.8475
0.83175,0.175090909,0.83175
0.831875,0.112181818,0.831875
0.761375,0.043,0.761375
0.68275,0.002272727,0.68275
0.633375,0,0.633375
0.591125,0,0.591125
0.564875,0,0.564875
0.4845,0,0.4845
0.421125,0,0.421125
0.351875,0,0.351875
0.35475,0,0.35475
0.395125,0,0.395125
0.441625,0,0.441625
0.48775,0,0.48775
0.5495,0.001454545,0.5495
0.583,0.073181818,0.583
0.54,0.298818182,0.54
0.502625,0.486,0.502625
0.465125,0.605636364,0.465125
0.463125,0.658454545,0.463125
0.490875,0.690545455,0.490875
0.51275,0.699636364,0.51275
0.54175,0.673454545,0.54175
0.5575,0.595090909,0.5575
0.568625,0.476090909,0.568625
0.553125,0.302,0.553125
0.496375,0.104,0.496375
0.3735,0.002636364,0.3735
0.427125,0,0.427125
0.385375,0,0.385375
0.34975,0,0.34975
0.30425,0,0.30425
0.313,0,0.313
0.353625,0,0.353625
0.36325,0,0.36325
0.34825,0,0.34825
0.330125,0,0.330125
0.309375,0,0.309375
0.296125,0.002272727,0.296125
0.322875,0.096454545,0.322875
0.325,0.280818182,0.325
0.228,0.455545455,0.228
0.1525,0.569,0.1525
0.14775,0.616090909,0.14775
0.14875,0.600818182,0.14875
0.14125,0.573454545,0.14125
0.150375,0.519181818,0.150375
0.152375,0.411727273,0.152375
0.1655,0.321090909,0.1655
0.204375,0.188636364,0.204375
0.25725,0.043727273,0.25725
0.3495,0.002,0.3495
0.42475,0,0.42475
0.495,0,0.495
0.4715,0,0.4715
0.43075,0,0.43075
0.47175,0,0.47175
0.525125,0,0.525125
0.573625,0,0.573625
0.599,0,0.599
0.6305,0,0.6305
0.680125,0,0.680125
0.710375,0.001,0.710375
0.69675,0.022727273,0.69675
0.625625,0.117818182,0.625625
0.641875,0.258363636,0.641875
0.699375,0.366363636,0.699375
0.774,0.414636364,0.774
0.82075,0.435454545,0.82075
0.876375,0.431818182,0.876375
0.9135,0.382090909,0.9135
0.9175,0.315,0.9175
0.898875,0.235181818,0.898875
0.90025,0.13,0.90025
0.920125,0.027727273,0.920125
0.91675,0.001636364,0.91675
0.92925,0,0.92925
0.91825,0,0.91825
0.923375,0,0.923375
0.92525,0,0.92525
0.896625,0,0.896625
0.852625,0,0.852625
0.804375,0,0.804375
0.77375,0,0.77375
0.755625,0,0.755625
0.713125,0,0.713125
0.677125,0.000909091,0.677125
0.616625,0.034090909,0.616625
0.486625,0.139818182,0.486625
0.573875,0.311,0.573875
0.662875,0.431818182,0.662875
0.69775,0.478909091,0.69775
0.710875,0.523727273,0.710875
0.73275,0.525,0.73275
0.7495,0.546727273,0.7495
0.72575,0.484181818,0.72575
0.682375,0.353454545,0.682375
0.6775,0.222090909,0.6775
0.619875,0.056272727,0.619875
0.604875,0.002636364,0.604875
0.6105,0,0.6105
0.5665,0,0.5665
0.504375,0,0.504375
0.38225,0,0.38225
0.274375,0,0.274375
0.251625,0,0.251625
0.236375,0,0.236375
0.223375,0,0.223375
0.18,0,0.18
0.170375,0,0.170375
0.14475,0.002090909,0.14475
0.1145,0.068272727,0.1145
0.1095,0.192545455,0.1095
0.1205,0.302272727,0.1205
0.1595,0.381090909,0.1595
0.244,0.416272727,0.244
0.287,0.356363636,0.287
0.298125,0.281818182,0.298125
0.331,0.205,0.331
0.381,0.168181818,0.381
0.4125,0.136636364,0.4125
0.496125,0.081363636,0.496125
0.663875,0.021181818,0.663875
0.79575,0.001454545,0.79575
0.852,0,0.852
0.896875,0,0.896875
0.926625,0,0.926625
0.91825,0,0.91825
0.89525,0,0.89525
0.87925,0,0.87925
0.914625,0,0.914625
0.93575,0,0.93575
0.91425,0,0.91425
0.905125,0,0.905125
0.9355,0.001,0.9355
0.91625,0.020272727,0.91625
0.827,0.091909091,0.827
0.78275,0.244545455,0.78275
0.81675,0.356818182,0.81675
0.8335,0.419818182,0.8335
0.949,0.468727273,0.949
0.985875,0.375545455,0.985875
0.989875,0.318363636,0.989875
0.99325,0.327727273,0.99325
0.994125,0.264090909,0.994125
0.992125,0.192181818,0.992125
0.98625,0.086818182,0.98625
0.987375,0.005636364,0.987375
0.9865,0,0.9865
0.96925,0,0.96925
0.94775,0,0.94775
0.943375,0,0.943375
0.9315,0,0.9315
0.910375,0,0.910375
0.9015,0,0.9015
0.8965,0,0.8965
0.879625,0,0.879625
0.84025,0,0.84025
0.807875,0.008363636,0.807875
0.7795,0.133272727,0.7795
0.67475,0.349636364,0.67475
0.685375,0.530818182,0.685375
0.68575,0.650090909,0.68575
0.718125,0.703818182,0.718125
0.753625,0.699636364,0.753625
0.752,0.616454545,0.752
0.71325,0.515636364,0.71325
0.659875,0.404818182,0.659875
0.6215,0.305909091,0.6215
0.583,0.173545455,0.583
0.518625,0.077363636,0.518625
0.4125,0.003272727,0.4125
0.379625,0,0.379625
0.3325,0,0.3325
0.310125,0,0.310125
0.26325,0,0.26325
0.24125,0,0.24125
0.2535,0,0.2535
0.2735,0,0.2735
0.265125,0,0.265125
0.26525,0,0.26525
0.243375,0,0.243375
0.211,0.005909091,0.211
0.128,0.092363636,0.128
0.06625,0.259363636,0.06625
0.066125,0.413181818,0.066125
0.07825,0.553181818,0.07825
0.07075,0.670545455,0.07075
0.05375,0.717272727,0.05375
0.03825,0.710090909,0.03825
0.041625,0.665272727,0.041625
0.054375,0.572,0.054375
0.070875,0.446636364,0.070875
0.110125,0.295818182,0.110125
0.199625,0.114090909,0.199625
0.45325,0.006818182,0.45325
0.659875,0,0.659875
0.753125,0,0.753125
0.7835,0,0.7835
0.765625,0,0.765625
0.74425,0,0.74425
0.7505,0,0.7505
0.785125,0,0.785125
0.84225,0,0.84225
0.88425,0,0.88425
0.89725,0,0.89725
0.924375,0.002818182,0.924375
0.94325,0.066181818,0.94325
0.94325,0.209545455,0.94325
0.95275,0.336909091,0.95275
0.958125,0.373454545,0.958125
0.963125,0.386454545,0.963125
0.957125,0.398363636,0.957125
0.96,0.395272727,0.96
0.963875,0.351,0.963875
0.953625,0.300363636,0.953625
0.947375,0.240272727,0.947375
0.948875,0.147363636,0.948875
0.957375,0.051181818,0.957375
0.97075,0.003363636,0.97075
0.969375,0,0.969375
0.957875,0,0.957875
0.930125,0,0.930125
0.893625,0,0.893625
0.862,0,0.862
0.79425,0,0.79425
0.755,0,0.755
0.69975,0,0.69975
0.6475,0,0.6475
0.592375,0,0.592375
0.593125,0.002454545,0.593125
0.58225,0.033363636,0.58225
0.539375,0.112181818,0.539375
0.520625,0.250454545,0.520625
0.5375,0.315,0.5375
0.592875,0.319272727,0.592875
0.641625,0.396090909,0.641625
0.655375,0.411181818,0.655375
0.641375,0.347545455,0.641375
0.608625,0.280181818,0.608625
0.571875,0.201818182,0.571875
0.548125,0.081727273,0.548125
0.53525,0.018818182,0.53525
0.603125,0.001636364,0.603125
0.7175,0,0.7175
0.78325,0,0.78325
0.834875,0,0.834875
0.8525,0,0.8525
0.846,0,0.846
0.837875,0,0.837875
0.816625,0,0.816625
0.755625,0,0.755625
0.721625,0,0.721625
0.76125,0,0.76125
0.772375,0.001181818,0.772375
0.72525,0.020272727,0.72525
0.661625,0.074090909,0.661625
0.630125,0.151363636,0.630125
0.60575,0.205363636,0.60575
0.566625,0.265545455,0.566625
0.506375,0.234727273,0.506375
0.50175,0.257818182,0.50175
0.5195,0.182454545,0.5195
0.5535,0.194363636,0.5535
0.585,0.155,0.585
0.578125,0.124272727,0.578125
0.638,0.053272727,0.638
0.652875,0.004818182,0.652875
0.65525,0,0.65525
0.661625,0,0.661625
0.676875,0,0.676875
0.605625,0,0.605625
0.454,0,0.454
0.376875,0,0.376875
0.33625,0,0.33625
0.33925,0,0.33925
0.307625,0,0.307625
0.246625,0,0.246625
0.193875,0.002818182,0.193875
0.11925,0.034909091,0.11925
0.08725,0.152272727,0.08725
0.098125,0.356181818,0.098125
0.134,0.485818182,0.134
0.170375,0.536454545,0.170375
0.16875,0.546545455,0.16875
0.169375,0.517454545,0.169375
0.1615,0.466272727,0.1615
0.1535,0.389090909,0.1535
0.13675,0.274545455,0.13675
0.156125,0.191545455,0.156125
0.171625,0.072454545,0.171625
0.131,0.005909091,0.131
0.1055,0,0.1055
0.091625,0,0.091625
0.091375,0,0.091375
0.08475,0,0.08475
0.08975,0,0.08975
0.114,0,0.114
0.1335,0,0.1335
0.151125,0,0.151125
0.17075,0,0.17075
0.20225,0,0.20225
0.233375,0.008636364,0.233375
0.239375,0.083181818,0.239375
0.24625,0.225090909,0.24625
0.251625,0.339272727,0.251625
0.269,0.408181818,0.269
0.284625,0.435636364,0.284625
0.296625,0.462090909,0.296625
0.3235,0.483363636,0.3235
0.367875,0.451454545,0.367875
0.452625,0.384727273,0.452625
0.543375,0.291545455,0.543375
0.548625,0.190090909,0.548625
0.48475,0.083,0.48475
0.35425,0.010454545,0.35425
0.357875,0,0.357875
0.30925,0,0.30925
0.270125,0,0.270125
0.246125,0,0.246125
0.228375,0,0.228375
0.211,0,0.211
0.216,0,0.216
0.2215,0,0.2215
0.230625,0,0.230625
0.23075,0,0.23075
0.231875,0.010909091,0.231875
0.180625,0.100272727,0.180625
0.107375,0.280363636,0.107375
0.083875,0.413818182,0.083875
0.108625,0.514363636,0.108625
0.175125,0.556545455,0.175125
0.264,0.533181818,0.264
0.333125,0.457545455,0.333125
0.407625,0.516181818,0.407625
0.453875,0.463545455,0.453875
0.4925,0.268909091,0.4925
0.560625,0.116636364,0.560625
0.75575,0.069272727,0.75575
0.87475,0.004,0.87475
0.88475,0,0.88475
0.902625,0,0.902625
0.937625,0,0.937625
0.934625,0,0.934625
0.91425,0,0.91425
0.8895,0,0.8895
0.861,0,0.861
0.863375,0,0.863375
0.836875,0,0.836875
0.826,0,0.826
0.842125,0.015090909,0.842125
0.854875,0.120727273,0.854875
0.84175,0.329363636,0.84175
0.77775,0.463727273,0.77775
0.745375,0.547090909,0.745375
0.739375,0.594272727,0.739375
0.742125,0.631545455,0.742125
0.74525,0.635545455,0.74525
0.74275,0.617181818,0.74275
0.73625,0.563181818,0.73625
0.70725,0.467727273,0.70725
0.66325,0.324909091,0.66325
0.562625,0.139181818,0.562625
0.33175,0.020272727,0.33175
0.296125,0,0.296125
0.266625,0,0.266625
0.262,0,0.262
0.25975,0,0.25975
0.244125,0,0.244125
0.233125,0,0.233125
0.22375,0,0.22375
0.20575,0,0.20575
0.1845,0,0.1845
0.172875,0,0.172875
0.1685,0.020272727,0.1685
0.07375,0.158272727,0.07375
0.034875,0.362181818,0.034875
0.008125,0.533363636,0.008125
0.001625,0.631545455,0.001625
0.002875,0.667181818,0.002875
0.00675,0.714909091,0.00675
0.014625,0.653,0.014625
0.026125,0.552909091,0.026125
0.039625,0.448,0.039625
0.044625,0.305909091,0.044625
0.054875,0.177818182,0.054875
0.065875,0.065454545,0.065875
0.146625,0.008181818,0.146625
0.2635,0,0.2635
0.306875,0,0.306875
0.3425,0,0.3425
0.365625,0,0.365625
0.365875,0,0.365875
0.369375,0,0.369375
0.400625,0,0.400625
0.521625,0,0.521625
0.58725,0,0.58725
0.672375,0,0.672375
0.762625,0.001,0.762625
0.79975,0.016454545,0.79975
0.798375,0.039454545,0.798375
0.799125,0.090090909,0.799125
0.833,0.142454545,0.833
0.851,0.213090909,0.851
0.859625,0.204090909,0.859625
0.86275,0.180272727,0.86275
0.86225,0.183727273,0.86225
0.893125,0.222090909,0.893125
0.9375,0.176090909,0.9375
0.945,0.098272727,0.945
0.935375,0.024090909,0.935375
0.96525,0.002363636,0.96525
0.95625,0,0.95625
0.855375,0,0.855375
0.8145,0,0.8145
0.8715,0,0.8715
0.90625,0,0.90625
0.903,0,0.903
0.906375,0,0.906375
0.9285,0,0.9285
0.945125,0,0.945125
0.9505,0,0.9505
0.967875,0.007909091,0.967875
0.990375,0.104,0.990375
0.986125,0.281909091,0.986125
0.98675,0.419727273,0.98675
0.986625,0.481181818,0.986625
0.988875,0.505818182,0.988875
0.9915,0.411909091,0.9915
0.99375,0.411818182,0.99375
0.99325,0.434454545,0.99325
0.99225,0.453454545,0.99225
0.9835,0.356818182,0.9835
0.94925,0.256454545,0.94925
0.90225,0.103272727,0.90225
0.86775,0.017636364,0.86775
0.8225,0,0.8225
0.762,0,0.762
0.7095,0,0.7095
0.605625,0,0.605625
0.518625,0,0.518625
0.390875,0,0.390875
0.26625,0,0.26625
0.163,0,0.163
0.094875,0,0.094875
0.05375,0,0.05375
0.0935,0.020909091,0.0935
0.084875,0.105454545,0.084875
0.096875,0.195181818,0.096875
0.135625,0.287727273,0.135625
0.138,0.315181818,0.138
0.1435,0.252909091,0.1435
0.162375,0.291454545,0.162375
0.199875,0.361636364,0.199875
0.207625,0.335,0.207625
0.31575,0.309090909,0.31575
0.559375,0.261181818,0.559375
0.655875,0.196727273,0.655875
0.670625,0.109363636,0.670625
0.557375,0.028818182,0.557375
0.521375,9.09091E-05,0.521375
0.504375,0,0.504375
0.469,0,0.469
0.437125,0,0.437125
0.4135,0,0.4135
0.391,0,0.391
0.3875,0,0.3875
0.382875,0,0.382875
0.3595,0,0.3595
0.321375,0,0.321375
0.302,0.037727273,0.302
0.229875,0.188454545,0.229875
0.17,0.395818182,0.17
0.1305,0.538454545,0.1305
0.135125,0.598454545,0.135125
0.128125,0.603545455,0.128125
0.12675,0.619545455,0.12675
0.13375,0.599181818,0.13375
0.139875,0.508181818,0.139875
0.172875,0.423090909,0.172875
0.245625,0.323,0.245625
0.265375,0.162545455,0.265375
0.313875,0.046272727,0.313875
0.38325,0.007909091,0.38325
0.372375,0,0.372375
0.360125,0,0.360125
0.375875,0,0.375875
0.355875,0,0.355875
0.3235,0,0.3235
0.26025,0,0.26025
0.2635,0,0.2635
0.235875,0,0.235875
0.2675,0,0.2675
0.277375,0,0.277375
0.253125,0.002090909,0.253125
0.197125,0.020909091,0.197125
0.118625,0.076363636,0.118625
0.1,0.162454545,0.1
0.074,0.218545455,0.074
0.082,0.230909091,0.082
0.112875,0.261545455,0.112875
0.141125,0.291545455,0.141125
0.148125,0.353090909,0.148125
0.1555,0.323,0.1555
0.15625,0.235636364,0.15625
0.136375,0.153363636,0.136375
0.095875,0.067090909,0.095875
0.123625,0.020181818,0.123625
0.1905,0,0.1905
0.203625,0,0.203625
0.16775,0,0.16775
0.1835,0,0.1835
0.201,0,0.201
0.2895,0,0.2895
0.309125,0,0.309125
0.289125,0,0.289125
0.318625,0,0.318625
0.36425,0,0.36425
0.4255,0.006636364,0.4255
0.404625,0.043454545,0.404625
0.33525,0.096181818,0.33525
0.33375,0.168090909,0.33375
0.3405,0.221272727,0.3405
0.372375,0.228909091,0.372375
0.409125,0.275454545,0.409125
0.470375,0.329272727,0.470375
0.52925,0.335818182,0.52925
0.5395,0.306,0.5395
0.5575,0.218909091,0.5575
0.583875,0.105545455,0.583875
0.662,0.023454545,0.662
0.745875,0.004,0.745875
0.73825,0,0.73825
0.69425,0,0.69425
0.715125,0,0.715125
0.710125,0,0.710125
0.692125,0,0.692125
0.616625,0,0.616625
0.5255,0,0.5255
0.427375,0,0.427375
0.322375,0,0.322375
0.240125,0,0.240125
0.18725,0.005818182,0.18725
0.103875,0.042181818,0.103875
0.065875,0.127363636,0.065875
0.042125,0.217,0.042125
0.037625,0.303818182,0.037625
0.04775,0.375181818,0.04775
0.071,0.397181818,0.071
